000977.SZ,4.003397e-02,002673.SZ,600739.SH,300124.SZ
002236.SZ,2.311627e-02,000627.SZ,000895.SZ,600482.SH
002304.SZ,1.677171e-01,601021.SH,600887.SH,601118.SH
002714.SZ,3.659063e-01,002385.SZ,600373.SH,300133.SZ
600446.SH,3.414632e-02,000938.SZ,600109.SH,600718.SH
600482.SH,2.985502e-02,601216.SH,600685.SH,002049.SZ
600588.SH,8.174356e-02,300017.SZ,000008.SZ,002310.SZ
601611.SH,8.129682e-02,601718.SH,600827.SH,600820.SH
601881.SH,1.761847e-01,601788.SH,601377.SH,600909.SH
